id,project_a,project_b,weight_a,weight_b,project_a_star_count,project_a_fork_count,project_a_watcher_count,project_a_contributors_count,project_a_Readme_score,project_a_technical_innovation,project_a_community_engagement,project_a_accessibility,project_b_star_count,project_b_fork_count,project_b_watcher_count,project_b_contributors_count,project_b_Readme_score,project_b_technical_innovation,project_b_community_engagement,project_b_accessibility
869,https://github.com/level/levelup,https://github.com/colorjs/color-name,0.22580645160,0.77419354840,4.1k,267,91,42,4.5,4.0,3.5,3.0,119,30,3,8,3.5,2.5,2.0,3.0
871,https://github.com/level/levelup,https://github.com/import-js/eslint-plugin-import,0.06785793735,0.93214206265,4.1k,267,91,42,4.5,4.0,3.5,3.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
873,https://github.com/level/levelup,https://github.com/humanwhocodes/object-schema,0.02899828879,0.97100171121,4.1k,267,91,42,4.5,4.0,3.5,3.0,32,7,2,3,4.0,3.5,2.5,3.0
874,https://github.com/level/levelup,https://github.com/boa-dev/boa,0.13119208349,0.86880791651,4.1k,267,91,42,4.5,4.0,3.5,3.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
876,https://github.com/level/levelup,https://github.com/ethers-io/ethers.js,0.15129771357,0.84870228643,4.1k,267,91,42,4.5,4.0,3.5,3.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
877,https://github.com/level/levelup,https://github.com/formatjs/formatjs,0.19290537790,0.80709462210,4.1k,267,91,42,4.5,4.0,3.5,3.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
878,https://github.com/level/levelup,https://github.com/kaelzhang/node-ignore,0.85174418605,0.14825581395,4.1k,267,91,42,4.5,4.0,3.5,3.0,454,47,10,20,4.5,4.0,3.5,3.0
879,https://github.com/level/levelup,https://github.com/google/flatbuffers,0.01510177282,0.98489822718,4.1k,267,91,42,4.5,4.0,3.5,3.0,23.6k,3.3k,644,650,4.5,4.8,4.2,4.0
881,https://github.com/level/levelup,https://github.com/fastify/fastify,0.04061071924,0.95938928076,4.1k,267,91,42,4.5,4.0,3.5,3.0,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
883,https://github.com/mikemcl/bignumber.js,https://github.com/marak/colors.js,0.31460417320,0.68539582680,6.7k,744,83,35,4.5,4.8,4.0,4.2,5.2k,449,53,44,4.5,3.5,3.0,4.0
884,https://github.com/mikemcl/bignumber.js,https://github.com/babel/babel,0.02039986951,0.97960013049,6.7k,744,83,35,4.5,4.8,4.0,4.2,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
885,https://github.com/mikemcl/bignumber.js,https://github.com/go-task/slim-sprig,0.34516443114,0.65483556886,6.7k,744,83,35,4.5,4.8,4.0,4.2,63,15,4,Not provided,3.5,3.0,2.5,3.0
886,https://github.com/mikemcl/bignumber.js,https://github.com/gulpjs/gulp,0.08921429853,0.91078570147,6.7k,744,83,35,4.5,4.8,4.0,4.2,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
887,https://github.com/mikemcl/bignumber.js,https://github.com/debug-js/debug,0.22552802569,0.77447197431,6.7k,744,83,35,4.5,4.8,4.0,4.2,11.2k,945,139,116,4.5,4.0,4.0,4.0
889,https://github.com/mikemcl/bignumber.js,https://github.com/level/levelup,0.44472733946,0.55527266054,6.7k,744,83,35,4.5,4.8,4.0,4.2,4.1k,267,91,42,4.5,4.0,3.5,3.0
891,https://github.com/mikemcl/bignumber.js,https://github.com/dcodeio/long.js,0.00124856216,0.99875143784,6.7k,744,83,35,4.5,4.8,4.0,4.2,892,206,23,17,4.5,4.0,3.5,3.0
892,https://github.com/mikemcl/bignumber.js,https://github.com/mafintosh/pump,0.00076862315,0.99923137685,6.7k,744,83,35,4.5,4.8,4.0,4.2,910,59,7,7,4.0,3.5,3.0,3.5
893,https://github.com/mikemcl/bignumber.js,https://github.com/eslint/eslint,0.00278853479,0.99721146521,6.7k,744,83,35,4.5,4.8,4.0,4.2,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
895,https://github.com/mikemcl/bignumber.js,https://github.com/cssnano/cssnano,0.43013258343,0.56986741657,6.7k,744,83,35,4.5,4.8,4.0,4.2,4.8k,319,49,109,4.5,4.0,4.0,4.0
896,https://github.com/mikemcl/bignumber.js,https://github.com/heim-rs/darwin-libproc,0.66609818287,0.33390181713,6.7k,744,83,35,4.5,4.8,4.0,4.2,8,22,2,Not explicitly provided in the information.,3.5,3.0,2.5,3.0
897,https://github.com/mikemcl/bignumber.js,https://github.com/immerjs/immer,0.33511063249,0.66488936751,6.7k,744,83,35,4.5,4.8,4.0,4.2,28k,852,155,188,4.5,4.8,4.2,4.0
899,https://github.com/mikemcl/bignumber.js,https://github.com/lukeed/polka,0.14501402215,0.85498597785,6.7k,744,83,35,4.5,4.8,4.0,4.2,5.4k,173,69,13,4.5,4.0,3.5,4.0
900,https://github.com/mikemcl/bignumber.js,https://github.com/gregberge/svgr,0.00937728324,0.99062271676,6.7k,744,83,35,4.5,4.8,4.0,4.2,10.6k,425,35,132,4.5,4.8,4.2,4.0
901,https://github.com/mikemcl/bignumber.js,https://github.com/chzyer/readline,0.58400621117,0.41599378883,6.7k,744,83,35,4.5,4.8,4.0,4.2,2.1k,280,41,38,4.0,4.5,3.5,3.0
902,https://github.com/mikemcl/bignumber.js,https://github.com/ajv-validator/ajv,0.07830151335,0.92169848665,6.7k,744,83,35,4.5,4.8,4.0,4.2,14k,886,112,207,4.5,4.8,4.2,4.0
903,https://github.com/mikemcl/bignumber.js,https://github.com/browserslist/browserslist,0.07723772430,0.92276227570,6.7k,744,83,35,4.5,4.8,4.0,4.2,13.1k,721,140,179,4.5,4.0,4.0,3.5
905,https://github.com/mikemcl/bignumber.js,https://github.com/floating-ui/floating-ui,0.04433243661,0.95566756339,6.7k,744,83,35,4.5,4.8,4.0,4.2,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
907,https://github.com/mikemcl/bignumber.js,https://github.com/axios/axios,0.03884381267,0.96115618733,6.7k,744,83,35,4.5,4.8,4.0,4.2,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
909,https://github.com/mikemcl/bignumber.js,https://github.com/import-js/eslint-plugin-import,0.18555176577,0.81444823423,6.7k,744,83,35,4.5,4.8,4.0,4.2,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
910,https://github.com/mikemcl/bignumber.js,https://github.com/coinbase/coinbase-wallet-sdk,0.00001110000,0.99998890000,6.7k,744,83,35,4.5,4.8,4.0,4.2,1.5k,601,171,52,4.5,4.0,3.5,4.0
911,https://github.com/mikemcl/bignumber.js,https://github.com/boa-dev/boa,0.43615911491,0.56384088509,6.7k,744,83,35,4.5,4.8,4.0,4.2,5.4k,411,47,177,4.5,4.8,4.2,4.0
912,https://github.com/mikemcl/bignumber.js,https://github.com/humanwhocodes/object-schema,0.06129398615,0.93870601385,6.7k,744,83,35,4.5,4.8,4.0,4.2,32,7,2,3,4.0,3.5,2.5,3.0
914,https://github.com/mikemcl/bignumber.js,https://github.com/epoberezkin/fast-deep-equal,0.01328320802,0.98671679198,6.7k,744,83,35,4.5,4.8,4.0,4.2,1.9k,106,14,13,4.5,4.0,3.5,4.0
915,https://github.com/mikemcl/bignumber.js,https://github.com/inikulin/parse5,0.58763979582,0.41236020418,6.7k,744,83,35,4.5,4.8,4.0,4.2,3.7k,238,43,38,4.5,4.8,3.5,4.0
916,https://github.com/mikemcl/bignumber.js,https://github.com/formatjs/formatjs,0.34640522880,0.65359477120,6.7k,744,83,35,4.5,4.8,4.0,4.2,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
917,https://github.com/mikemcl/bignumber.js,https://github.com/biomejs/biome,0.05858816135,0.94141183865,6.7k,744,83,35,4.5,4.8,4.0,4.2,16.5k,512,52,478,4.5,4.8,4.2,4.0
918,https://github.com/mikemcl/bignumber.js,https://github.com/fastify/fastify,0.54309811999,0.45690188001,6.7k,744,83,35,4.5,4.8,4.0,4.2,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
919,https://github.com/mikemcl/bignumber.js,https://github.com/ljharb/qs,0.00024993752,0.99975006248,6.7k,744,83,35,4.5,4.8,4.0,4.2,8.6k,735,67,64,4.5,4.0,3.5,4.0
920,https://github.com/go-task/slim-sprig,https://github.com/babel/babel,0.00432207655,0.99567792345,63,15,4,Not provided,3.5,3.0,2.5,3.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
921,https://github.com/go-task/slim-sprig,https://github.com/debug-js/debug,0.25070566243,0.74929433757,63,15,4,Not provided,3.5,3.0,2.5,3.0,11.2k,945,139,116,4.5,4.0,4.0,4.0
923,https://github.com/go-task/slim-sprig,https://github.com/emotion-js/emotion,0.11008122302,0.88991877698,63,15,4,Not provided,3.5,3.0,2.5,3.0,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
924,https://github.com/go-task/slim-sprig,https://github.com/chzyer/readline,0.86791243049,0.13208756951,63,15,4,Not provided,3.5,3.0,2.5,3.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
925,https://github.com/go-task/slim-sprig,https://github.com/dcodeio/long.js,0.00526269687,0.99473730313,63,15,4,Not provided,3.5,3.0,2.5,3.0,892,206,23,17,4.5,4.0,3.5,3.0
926,https://github.com/go-task/slim-sprig,https://github.com/eslint/eslint,0.00403650482,0.99596349518,63,15,4,Not provided,3.5,3.0,2.5,3.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
929,https://github.com/go-task/slim-sprig,https://github.com/ajv-validator/ajv,0.11554280587,0.88445719413,63,15,4,Not provided,3.5,3.0,2.5,3.0,14k,886,112,207,4.5,4.8,4.2,4.0
931,https://github.com/go-task/slim-sprig,https://github.com/floating-ui/floating-ui,0.14711767802,0.85288232198,63,15,4,Not provided,3.5,3.0,2.5,3.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
932,https://github.com/go-task/slim-sprig,https://github.com/clap-rs/clap,0.29435522711,0.70564477289,63,15,4,Not provided,3.5,3.0,2.5,3.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
934,https://github.com/go-task/slim-sprig,https://github.com/epoberezkin/fast-deep-equal,0.04998299252,0.95001700747,63,15,4,Not provided,3.5,3.0,2.5,3.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
935,https://github.com/go-task/slim-sprig,https://github.com/axios/axios,0.19121663815,0.80878336185,63,15,4,Not provided,3.5,3.0,2.5,3.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
936,https://github.com/go-task/slim-sprig,https://github.com/colorjs/color-name,0.39698492460,0.60301507540,63,15,4,Not provided,3.5,3.0,2.5,3.0,119,30,3,8,3.5,2.5,2.0,3.0
937,https://github.com/go-task/slim-sprig,https://github.com/brooooooklyn/snappy,0.68275815945,0.31724184055,63,15,4,Not provided,3.5,3.0,2.5,3.0,168,10,4,6,4.0,4.5,3.5,3.0
939,https://github.com/go-task/slim-sprig,https://github.com/getsentry/sentry-javascript,0.00200204353,0.99799795647,63,15,4,Not provided,3.5,3.0,2.5,3.0,8.1k,1.6k,125,540,4.5,4.8,4.2,4.0
940,https://github.com/go-task/slim-sprig,https://github.com/boa-dev/boa,0.42510020391,0.57489979609,63,15,4,Not provided,3.5,3.0,2.5,3.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
942,https://github.com/go-task/slim-sprig,https://github.com/formatjs/formatjs,0.34797383400,0.65202616600,63,15,4,Not provided,3.5,3.0,2.5,3.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
944,https://github.com/go-task/slim-sprig,https://github.com/fastify/fastify,0.51236691892,0.48763308108,63,15,4,Not provided,3.5,3.0,2.5,3.0,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
947,https://github.com/electron/electron,https://github.com/debug-js/debug,0.79626142158,0.20373857842,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,11.2k,945,139,116,4.5,4.0,4.0,4.0
948,https://github.com/electron/electron,https://github.com/chzyer/readline,0.98976340278,0.01023659722,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,2.1k,280,41,38,4.0,4.5,3.5,3.0
949,https://github.com/electron/electron,https://github.com/coinbase/coinbase-wallet-sdk,0.30775477732,0.69224522268,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,1.5k,601,171,52,4.5,4.0,3.5,4.0
951,https://github.com/electron/electron,https://github.com/dcodeio/long.js,0.17773824696,0.82226175304,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,892,206,23,17,4.5,4.0,3.5,3.0
952,https://github.com/electron/electron,https://github.com/cssnano/cssnano,0.92091459396,0.07908540604,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,4.8k,319,49,109,4.5,4.0,4.0,4.0
954,https://github.com/electron/electron,https://github.com/browserslist/browserslist,0.62617686838,0.37382313162,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,13.1k,721,140,179,4.5,4.0,4.0,3.5
955,https://github.com/electron/electron,https://github.com/clap-rs/clap,0.70113134202,0.29886865798,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
956,https://github.com/electron/electron,https://github.com/axios/axios,0.47875304065,0.52124695935,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
957,https://github.com/electron/electron,https://github.com/colorjs/color-name,0.80582524270,0.19417475730,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,119,30,3,8,3.5,2.5,2.0,3.0
958,https://github.com/electron/electron,https://github.com/brooooooklyn/snappy,0.71803676545,0.28196323455,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,168,10,4,6,4.0,4.5,3.5,3.0
959,https://github.com/electron/electron,https://github.com/boa-dev/boa,0.74464936803,0.25535063197,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,5.4k,411,47,177,4.5,4.8,4.2,4.0
960,https://github.com/electron/electron,https://github.com/biomejs/biome,0.41423102298,0.58576897702,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,16.5k,512,52,478,4.5,4.8,4.2,4.0
961,https://github.com/electron/electron,https://github.com/alexeyraspopov/picocolors,0.99878670230,0.00121329770,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6,1.4k,45,10,13,4.5,4.0,3.5,4.0
962,https://github.com/gregberge/svgr,https://github.com/go-task/slim-sprig,0.81827760598,0.18172239402,10.6k,425,35,132,4.5,4.8,4.2,4.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
964,https://github.com/gregberge/svgr,https://github.com/babel/babel,0.01184244356,0.98815755644,10.6k,425,35,132,4.5,4.8,4.2,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
967,https://github.com/gregberge/svgr,https://github.com/coinbase/coinbase-wallet-sdk,0.11935991695,0.88064008305,10.6k,425,35,132,4.5,4.8,4.2,4.0,1.5k,601,171,52,4.5,4.0,3.5,4.0
968,https://github.com/gregberge/svgr,https://github.com/bradfitz/iter,0.05276011622,0.94723988378,10.6k,425,35,132,4.5,4.8,4.2,4.0,298,12,5,Not provided,2.0,1.5,1.0,1.5
969,https://github.com/gregberge/svgr,https://github.com/eslint/eslint,0.03794892283,0.96205107717,10.6k,425,35,132,4.5,4.8,4.2,4.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
971,https://github.com/gregberge/svgr,https://github.com/cssnano/cssnano,0.90631375962,0.09368624038,10.6k,425,35,132,4.5,4.8,4.2,4.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
972,https://github.com/gregberge/svgr,https://github.com/dcodeio/long.js,0.09748657850,0.90251342150,10.6k,425,35,132,4.5,4.8,4.2,4.0,892,206,23,17,4.5,4.0,3.5,3.0
973,https://github.com/gregberge/svgr,https://github.com/chzyer/readline,0.97081914067,0.02918085933,10.6k,425,35,132,4.5,4.8,4.2,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
974,https://github.com/gregberge/svgr,https://github.com/ajv-validator/ajv,0.41759997568,0.58240002433,10.6k,425,35,132,4.5,4.8,4.2,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
975,https://github.com/gregberge/svgr,https://github.com/browserslist/browserslist,0.39058332487,0.60941667513,10.6k,425,35,132,4.5,4.8,4.2,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
976,https://github.com/gregberge/svgr,https://github.com/floating-ui/floating-ui,0.38012485840,0.61987514160,10.6k,425,35,132,4.5,4.8,4.2,4.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
978,https://github.com/gregberge/svgr,https://github.com/axios/axios,0.37737871775,0.62262128225,10.6k,425,35,132,4.5,4.8,4.2,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
980,https://github.com/gregberge/svgr,https://github.com/boa-dev/boa,0.51410658310,0.48589341690,10.6k,425,35,132,4.5,4.8,4.2,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
981,https://github.com/emotion-js/emotion,https://github.com/electron/electron,0.44726844063,0.55273155937,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
982,https://github.com/emotion-js/emotion,https://github.com/babel/babel,0.05542082972,0.94457917028,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
983,https://github.com/emotion-js/emotion,https://github.com/debug-js/debug,0.75408049779,0.24591950221,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,11.2k,945,139,116,4.5,4.0,4.0,4.0
984,https://github.com/emotion-js/emotion,https://github.com/chzyer/readline,0.97566289779,0.02433710221,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
985,https://github.com/emotion-js/emotion,https://github.com/coinbase/coinbase-wallet-sdk,0.01392764013,0.98607235987,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,1.5k,601,171,52,4.5,4.0,3.5,4.0
987,https://github.com/emotion-js/emotion,https://github.com/dcodeio/long.js,0.09603381773,0.90396618227,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,892,206,23,17,4.5,4.0,3.5,3.0
988,https://github.com/emotion-js/emotion,https://github.com/cssnano/cssnano,0.93722948474,0.06277051526,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
989,https://github.com/emotion-js/emotion,https://github.com/ajv-validator/ajv,0.53201775824,0.46798224176,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
990,https://github.com/emotion-js/emotion,https://github.com/browserslist/browserslist,0.72055315197,0.27944684803,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
992,https://github.com/emotion-js/emotion,https://github.com/axios/axios,0.66692208989,0.33307791011,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
993,https://github.com/emotion-js/emotion,https://github.com/colorjs/color-name,0.90513833990,0.09486166010,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,119,30,3,8,3.5,2.5,2.0,3.0
994,https://github.com/emotion-js/emotion,https://github.com/brooooooklyn/snappy,0.92422188040,0.07577811960,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,168,10,4,6,4.0,4.5,3.5,3.0
995,https://github.com/emotion-js/emotion,https://github.com/boa-dev/boa,0.81790948601,0.18209051399,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
996,https://github.com/emotion-js/emotion,https://github.com/biomejs/biome,0.51156062976,0.48843937024,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
997,https://github.com/emotion-js/emotion,https://github.com/alexeyraspopov/picocolors,0.99863834420,0.00136165580,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0,1.4k,45,10,13,4.5,4.0,3.5,4.0
999,https://github.com/pnpm/cmd-shim,https://github.com/level/levelup,0.91821456992,0.08178543008,14,11,5,Not provided,3.5,3.0,2.5,3.0,4.1k,267,91,42,4.5,4.0,3.5,3.0
1001,https://github.com/pnpm/cmd-shim,https://github.com/gulpjs/gulp,0.46234615377,0.53765384623,14,11,5,Not provided,3.5,3.0,2.5,3.0,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
1003,https://github.com/pnpm/cmd-shim,https://github.com/electron/electron,0.57373025644,0.42626974356,14,11,5,Not provided,3.5,3.0,2.5,3.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
1005,https://github.com/pnpm/cmd-shim,https://github.com/emotion-js/emotion,0.61917651274,0.38082348726,14,11,5,Not provided,3.5,3.0,2.5,3.0,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
1006,https://github.com/pnpm/cmd-shim,https://github.com/go-task/slim-sprig,0.92195542554,0.07804457446,14,11,5,Not provided,3.5,3.0,2.5,3.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
1008,https://github.com/pnpm/cmd-shim,https://github.com/gregberge/svgr,0.49236010113,0.50763989887,14,11,5,Not provided,3.5,3.0,2.5,3.0,10.6k,425,35,132,4.5,4.8,4.2,4.0
1009,https://github.com/pnpm/cmd-shim,https://github.com/bradfitz/iter,0.00574560240,0.99425439760,14,11,5,Not provided,3.5,3.0,2.5,3.0,298,12,5,Not provided,2.0,1.5,1.0,1.5
1010,https://github.com/pnpm/cmd-shim,https://github.com/eslint/eslint,0.12302260438,0.87697739562,14,11,5,Not provided,3.5,3.0,2.5,3.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
1011,https://github.com/pnpm/cmd-shim,https://github.com/dcodeio/long.js,0.09231122012,0.90768877988,14,11,5,Not provided,3.5,3.0,2.5,3.0,892,206,23,17,4.5,4.0,3.5,3.0
1013,https://github.com/pnpm/cmd-shim,https://github.com/mikemcl/bignumber.js,0.92477145237,0.07522854763,14,11,5,Not provided,3.5,3.0,2.5,3.0,6.7k,744,83,35,4.5,4.8,4.0,4.2
1014,https://github.com/pnpm/cmd-shim,https://github.com/facebook/react,0.82301185376,0.17698814624,14,11,5,Not provided,3.5,3.0,2.5,3.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
1015,https://github.com/pnpm/cmd-shim,https://github.com/cssnano/cssnano,0.93890092214,0.06109907786,14,11,5,Not provided,3.5,3.0,2.5,3.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
1016,https://github.com/pnpm/cmd-shim,https://github.com/heim-rs/darwin-libproc,0.98915973993,0.01084026007,14,11,5,Not provided,3.5,3.0,2.5,3.0,8,22,2,Not explicitly provided in the information.,3.5,3.0,2.5,3.0
1017,https://github.com/pnpm/cmd-shim,https://github.com/immerjs/immer,0.94282301103,0.05717698897,14,11,5,Not provided,3.5,3.0,2.5,3.0,28k,852,155,188,4.5,4.8,4.2,4.0
1020,https://github.com/pnpm/cmd-shim,https://github.com/motdotla/dotenv,0.95595067313,0.04404932687,14,11,5,Not provided,3.5,3.0,2.5,3.0,19.4k,861,109,87,4.5,4.0,4.0,4.5
1021,https://github.com/pnpm/cmd-shim,https://github.com/pion/webrtc,0.73610564038,0.26389435962,14,11,5,Not provided,3.5,3.0,2.5,3.0,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3
1022,https://github.com/pnpm/cmd-shim,https://github.com/ajv-validator/ajv,0.66223891169,0.33776108831,14,11,5,Not provided,3.5,3.0,2.5,3.0,14k,886,112,207,4.5,4.8,4.2,4.0
1025,https://github.com/pnpm/cmd-shim,https://github.com/floating-ui/floating-ui,0.76213250070,0.23786749930,14,11,5,Not provided,3.5,3.0,2.5,3.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
1027,https://github.com/pnpm/cmd-shim,https://github.com/mattn/go-isatty,0.92575350615,0.07424649385,14,11,5,Not provided,3.5,3.0,2.5,3.0,845,108,12,29,4.0,3.5,3.0,3.5
1029,https://github.com/pnpm/cmd-shim,https://github.com/clap-rs/clap,0.89348724533,0.10651275467,14,11,5,Not provided,3.5,3.0,2.5,3.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
1031,https://github.com/pnpm/cmd-shim,https://github.com/ljharb/qs,0.81604105300,0.18395894700,14,11,5,Not provided,3.5,3.0,2.5,3.0,8.6k,735,67,64,4.5,4.0,3.5,4.0
1032,https://github.com/pnpm/cmd-shim,https://github.com/epoberezkin/fast-deep-equal,0.57145757547,0.42854242453,14,11,5,Not provided,3.5,3.0,2.5,3.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
1034,https://github.com/pnpm/cmd-shim,https://github.com/numpy/numpy,0.47329345848,0.52670654152,14,11,5,Not provided,3.5,3.0,2.5,3.0,28.6k,10.3k,599,"1,718",4.5,4.8,4.7,4.3
1036,https://github.com/pnpm/cmd-shim,https://github.com/brooooooklyn/snappy,0.94699630380,0.05300369620,14,11,5,Not provided,3.5,3.0,2.5,3.0,168,10,4,6,4.0,4.5,3.5,3.0
1039,https://github.com/pnpm/cmd-shim,https://github.com/getsentry/sentry-javascript,0.16693494803,0.83306505197,14,11,5,Not provided,3.5,3.0,2.5,3.0,8.1k,1.6k,125,540,4.5,4.8,4.2,4.0
1040,https://github.com/pnpm/cmd-shim,https://github.com/humanwhocodes/object-schema,0.83390629205,0.16609370795,14,11,5,Not provided,3.5,3.0,2.5,3.0,32,7,2,3,4.0,3.5,2.5,3.0
1041,https://github.com/pnpm/cmd-shim,https://github.com/boa-dev/boa,0.85165458548,0.14834541452,14,11,5,Not provided,3.5,3.0,2.5,3.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
1044,https://github.com/pnpm/cmd-shim,https://github.com/ethers-io/ethers.js,0.96926695510,0.03073304490,14,11,5,Not provided,3.5,3.0,2.5,3.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
1046,https://github.com/pnpm/cmd-shim,https://github.com/formatjs/formatjs,0.97810484735,0.02189515265,14,11,5,Not provided,3.5,3.0,2.5,3.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
